"name","group","timestep","com"
"1",1,1,1
"2",1,1,1
"3",1,1,1
"4",1,1,1
"5",1,1,1
"6",1,1,1
"7",1,1,1
"8",1,1,1
"9",1,1,1
"10",1,1,1
"11",1,1,1
"12",1,1,1
"13",1,1,1
"14",1,1,1
"15",1,1,1
"16",1,1,1
"17",1,1,1
"18",1,1,1
"19",1,1,1
"20",1,1,1
"21",1,1,1
"22",1,1,1
"23",1,1,1
"24",1,1,1
"25",1,1,1
"26",1,1,1
"27",1,1,1
"28",1,1,1
"29",1,1,1
"30",1,1,1
"31",1,1,1
"32",1,1,1
"33",1,1,1
"34",1,1,1
"35",1,1,1
"36",1,1,1
"37",1,1,1
"38",1,1,1
"39",1,1,1
"40",1,1,1
"41",1,1,1
"42",1,1,1
"43",1,1,1
"44",1,1,1
"45",1,1,1
"46",1,1,1
"47",1,1,1
"48",1,1,1
"49",1,1,1
"50",1,1,1
"51",2,1,2
"52",2,1,2
"53",2,1,2
"54",2,1,2
"55",2,1,2
"56",2,1,2
"57",2,1,2
"58",2,1,2
"59",2,1,2
"60",2,1,2
"61",2,1,2
"62",2,1,2
"63",2,1,2
"64",2,1,2
"65",2,1,2
"66",2,1,2
"67",2,1,2
"68",2,1,2
"69",2,1,2
"70",2,1,2
"71",2,1,2
"72",2,1,2
"73",2,1,2
"74",2,1,2
"75",2,1,2
"76",2,1,2
"77",2,1,2
"78",2,1,2
"79",2,1,2
"80",2,1,2
"81",2,1,2
"82",2,1,2
"83",2,1,2
"84",2,1,2
"85",2,1,2
"86",2,1,2
"87",2,1,2
"88",2,1,2
"89",2,1,2
"90",2,1,2
"91",2,1,2
"92",2,1,2
"93",2,1,2
"94",2,1,2
"95",2,1,2
"96",2,1,2
"97",2,1,2
"98",2,1,2
"99",2,1,2
"100",2,1,2
"101",3,1,3
"102",3,1,3
"103",3,1,3
"104",3,1,3
"105",3,1,3
"106",3,1,3
"107",3,1,3
"108",3,1,3
"109",3,1,3
"110",3,1,3
"111",3,1,3
"112",3,1,3
"113",3,1,3
"114",3,1,3
"115",3,1,3
"116",3,1,3
"117",3,1,3
"118",3,1,3
"119",3,1,3
"120",3,1,3
"121",3,1,3
"122",3,1,3
"123",3,1,3
"124",3,1,3
"125",3,1,3
"126",3,1,3
"127",3,1,3
"128",3,1,3
"129",3,1,3
"130",3,1,3
"131",3,1,3
"132",3,1,3
"133",3,1,3
"134",3,1,3
"135",3,1,3
"136",3,1,3
"137",3,1,3
"138",3,1,3
"139",3,1,3
"140",3,1,3
"141",3,1,3
"142",3,1,3
"143",3,1,3
"144",3,1,3
"145",3,1,3
"146",3,1,3
"147",3,1,3
"148",3,1,3
"149",3,1,3
"150",3,1,3
"151",4,1,4
"152",4,1,4
"153",4,1,4
"154",4,1,4
"155",4,1,4
"156",4,1,4
"157",4,1,4
"158",4,1,4
"159",4,1,4
"160",4,1,4
"161",4,1,4
"162",4,1,4
"163",4,1,4
"164",4,1,4
"165",4,1,4
"166",4,1,4
"167",4,1,4
"168",4,1,4
"169",4,1,4
"170",4,1,4
"171",4,1,4
"172",4,1,4
"173",4,1,4
"174",4,1,4
"175",4,1,4
"176",4,1,4
"177",4,1,4
"178",4,1,4
"179",4,1,4
"180",4,1,4
"181",4,1,4
"182",4,1,4
"183",4,1,4
"184",4,1,4
"185",4,1,4
"186",4,1,4
"187",4,1,4
"188",4,1,4
"189",4,1,4
"190",4,1,4
"191",4,1,4
"192",4,1,4
"193",4,1,4
"194",4,1,4
"195",4,1,4
"196",4,1,4
"197",4,1,4
"198",4,1,4
"199",4,1,4
"200",4,1,4
"1",1,2,1
"2",1,2,1
"3",1,2,1
"4",1,2,1
"5",1,2,1
"6",1,2,1
"7",1,2,1
"8",1,2,1
"9",1,2,1
"10",1,2,1
"11",1,2,1
"12",1,2,1
"13",1,2,1
"14",1,2,1
"15",1,2,1
"16",1,2,1
"17",1,2,1
"18",1,2,1
"19",1,2,1
"20",1,2,1
"21",1,2,1
"22",1,2,1
"23",1,2,1
"24",1,2,1
"25",1,2,1
"26",1,2,1
"27",1,2,1
"28",1,2,1
"29",1,2,1
"30",1,2,1
"31",1,2,1
"32",1,2,1
"33",1,2,1
"34",1,2,1
"35",1,2,1
"36",1,2,1
"37",1,2,1
"38",1,2,1
"39",1,2,1
"40",1,2,1
"41",1,2,1
"42",1,2,1
"43",1,2,1
"44",1,2,1
"45",1,2,1
"46",1,2,1
"47",1,2,1
"48",1,2,1
"49",1,2,1
"50",1,2,1
"51",3,2,2
"52",3,2,2
"53",3,2,2
"54",3,2,2
"55",3,2,2
"56",3,2,2
"57",3,2,2
"58",3,2,2
"59",3,2,2
"60",3,2,2
"61",3,2,2
"62",3,2,2
"63",3,2,2
"64",3,2,2
"65",3,2,2
"66",3,2,2
"67",3,2,2
"68",3,2,2
"69",3,2,2
"70",3,2,2
"71",3,2,2
"72",3,2,2
"73",3,2,2
"74",3,2,2
"75",3,2,2
"76",3,2,2
"77",3,2,2
"78",3,2,2
"79",3,2,2
"80",3,2,2
"81",3,2,2
"82",3,2,2
"83",3,2,2
"84",3,2,2
"85",3,2,2
"86",3,2,2
"87",3,2,2
"88",3,2,2
"89",3,2,2
"90",3,2,2
"91",3,2,2
"92",3,2,2
"93",3,2,2
"94",3,2,2
"95",3,2,2
"96",3,2,2
"97",3,2,2
"98",3,2,2
"99",3,2,2
"100",3,2,2
"101",3,2,2
"102",3,2,2
"103",3,2,2
"104",3,2,2
"105",3,2,2
"106",3,2,2
"107",3,2,2
"108",3,2,2
"109",3,2,2
"110",3,2,2
"111",3,2,2
"112",3,2,2
"113",3,2,2
"114",3,2,2
"115",3,2,2
"116",3,2,2
"117",3,2,2
"118",3,2,2
"119",3,2,2
"120",3,2,2
"121",3,2,2
"122",3,2,2
"123",3,2,2
"124",3,2,2
"125",3,2,2
"126",3,2,2
"127",3,2,2
"128",3,2,2
"129",3,2,2
"130",3,2,2
"131",3,2,2
"132",3,2,2
"133",3,2,2
"134",3,2,2
"135",3,2,2
"136",3,2,2
"137",3,2,2
"138",3,2,2
"139",3,2,2
"140",3,2,2
"141",3,2,2
"142",3,2,2
"143",3,2,2
"144",3,2,2
"145",3,2,2
"146",3,2,2
"147",3,2,2
"148",3,2,2
"149",3,2,2
"150",3,2,2
"151",4,2,3
"152",4,2,3
"153",4,2,3
"154",4,2,3
"155",4,2,3
"156",4,2,3
"157",4,2,3
"158",4,2,3
"159",4,2,3
"160",4,2,3
"161",4,2,3
"162",4,2,3
"163",4,2,3
"164",4,2,3
"165",4,2,3
"166",4,2,3
"167",4,2,3
"168",4,2,3
"169",4,2,3
"170",4,2,3
"171",4,2,3
"172",4,2,3
"173",4,2,3
"174",4,2,3
"175",4,2,3
"176",4,2,3
"177",4,2,3
"178",4,2,3
"179",4,2,3
"180",4,2,3
"181",4,2,3
"182",4,2,3
"183",4,2,3
"184",4,2,3
"185",4,2,3
"186",4,2,3
"187",4,2,3
"188",4,2,3
"189",4,2,3
"190",4,2,3
"191",4,2,3
"192",4,2,3
"193",4,2,3
"194",4,2,3
"195",4,2,3
"196",4,2,3
"197",4,2,3
"198",4,2,3
"199",4,2,3
"200",4,2,3
"1",1,3,1
"2",1,3,1
"3",1,3,1
"4",1,3,1
"5",1,3,1
"6",1,3,1
"7",1,3,1
"8",1,3,1
"9",1,3,1
"10",1,3,1
"11",1,3,1
"12",1,3,1
"13",1,3,1
"14",1,3,1
"15",1,3,1
"16",1,3,1
"17",1,3,1
"18",1,3,1
"19",1,3,1
"20",1,3,1
"21",1,3,1
"22",1,3,1
"23",1,3,1
"24",1,3,1
"25",1,3,1
"26",1,3,1
"27",1,3,1
"28",1,3,1
"29",1,3,1
"30",1,3,1
"31",1,3,1
"32",1,3,1
"33",1,3,1
"34",1,3,1
"35",1,3,1
"36",1,3,1
"37",1,3,1
"38",1,3,1
"39",1,3,1
"40",1,3,1
"41",1,3,1
"42",1,3,1
"43",1,3,1
"44",1,3,1
"45",1,3,1
"46",1,3,1
"47",1,3,1
"48",1,3,1
"49",1,3,1
"50",1,3,1
"51",3,3,2
"52",3,3,2
"53",3,3,2
"54",3,3,2
"55",3,3,2
"56",3,3,2
"57",3,3,2
"58",3,3,2
"59",3,3,2
"60",3,3,2
"61",3,3,2
"62",3,3,2
"63",3,3,2
"64",3,3,2
"65",3,3,2
"66",3,3,2
"67",3,3,2
"68",3,3,2
"69",3,3,2
"70",3,3,2
"71",2,3,3
"72",2,3,3
"73",2,3,3
"74",2,3,3
"75",2,3,3
"76",2,3,3
"77",2,3,3
"78",2,3,3
"79",2,3,3
"80",2,3,3
"81",2,3,3
"82",2,3,3
"83",2,3,3
"84",2,3,3
"85",2,3,3
"86",2,3,3
"87",2,3,3
"88",2,3,3
"89",2,3,3
"90",2,3,3
"91",2,3,3
"92",2,3,3
"93",2,3,3
"94",2,3,3
"95",2,3,3
"96",2,3,3
"97",2,3,3
"98",2,3,3
"99",2,3,3
"100",2,3,3
"101",2,3,3
"102",2,3,3
"103",2,3,3
"104",2,3,3
"105",2,3,3
"106",2,3,3
"107",2,3,3
"108",2,3,3
"109",2,3,3
"110",2,3,3
"111",2,3,3
"112",2,3,3
"113",2,3,3
"114",2,3,3
"115",2,3,3
"116",2,3,3
"117",2,3,3
"118",2,3,3
"119",2,3,3
"120",2,3,3
"121",5,3,4
"122",5,3,4
"123",5,3,4
"124",5,3,4
"125",5,3,4
"126",5,3,4
"127",5,3,4
"128",5,3,4
"129",5,3,4
"130",5,3,4
"131",5,3,4
"132",5,3,4
"133",5,3,4
"134",5,3,4
"135",5,3,4
"136",5,3,4
"137",5,3,4
"138",5,3,4
"139",5,3,4
"140",5,3,4
"141",5,3,4
"142",5,3,4
"143",5,3,4
"144",5,3,4
"145",5,3,4
"146",3,3,2
"147",3,3,2
"148",3,3,2
"149",3,3,2
"150",3,3,2
"151",1,3,1
"152",1,3,1
"153",1,3,1
"154",1,3,1
"155",1,3,1
"156",1,3,1
"157",1,3,1
"158",1,3,1
"159",1,3,1
"160",1,3,1
"161",4,3,5
"162",4,3,5
"163",4,3,5
"164",4,3,5
"165",4,3,5
"166",4,3,5
"167",4,3,5
"168",4,3,5
"169",4,3,5
"170",4,3,5
"171",4,3,5
"172",4,3,5
"173",4,3,5
"174",4,3,5
"175",4,3,5
"176",4,3,5
"177",4,3,5
"178",4,3,5
"179",4,3,5
"180",4,3,5
"181",4,3,5
"182",4,3,5
"183",4,3,5
"184",4,3,5
"185",4,3,5
"186",4,3,5
"187",4,3,5
"188",4,3,5
"189",4,3,5
"190",4,3,5
"191",2,3,3
"192",2,3,3
"193",2,3,3
"194",2,3,3
"195",2,3,3
"196",2,3,3
"197",2,3,3
"198",2,3,3
"199",2,3,3
"200",2,3,3
"1",4,4,1
"2",4,4,1
"3",4,4,1
"4",4,4,1
"5",4,4,1
"6",4,4,1
"7",4,4,1
"8",4,4,1
"9",4,4,1
"10",4,4,1
"11",1,4,3
"12",1,4,3
"13",1,4,3
"14",1,4,3
"15",1,4,3
"16",1,4,3
"17",1,4,3
"18",1,4,3
"19",1,4,3
"20",1,4,3
"21",1,4,3
"22",1,4,3
"23",1,4,3
"24",1,4,3
"25",1,4,3
"26",1,4,3
"27",1,4,3
"28",1,4,3
"29",1,4,3
"30",1,4,3
"31",1,4,3
"32",1,4,3
"33",1,4,3
"34",1,4,3
"35",1,4,3
"36",1,4,3
"37",1,4,3
"38",1,4,3
"39",1,4,3
"40",1,4,3
"41",1,4,3
"42",1,4,3
"43",1,4,3
"44",1,4,3
"45",1,4,3
"46",1,4,3
"47",1,4,3
"48",1,4,3
"49",1,4,3
"50",1,4,3
"51",2,4,4
"52",2,4,4
"53",2,4,4
"54",2,4,4
"55",2,4,4
"56",2,4,4
"57",2,4,4
"58",2,4,4
"59",2,4,4
"60",2,4,4
"61",2,4,4
"62",2,4,4
"63",2,4,4
"64",2,4,4
"65",2,4,4
"66",2,4,4
"67",2,4,4
"68",2,4,4
"69",2,4,4
"70",2,4,4
"71",2,4,4
"72",2,4,4
"73",2,4,4
"74",2,4,4
"75",2,4,4
"76",2,4,4
"77",2,4,4
"78",2,4,4
"79",2,4,4
"80",2,4,4
"81",2,4,4
"82",2,4,4
"83",2,4,4
"84",2,4,4
"85",2,4,4
"86",2,4,4
"87",2,4,4
"88",2,4,4
"89",2,4,4
"90",2,4,4
"91",2,4,4
"92",2,4,4
"93",2,4,4
"94",2,4,4
"95",2,4,4
"96",2,4,4
"97",2,4,4
"98",2,4,4
"99",2,4,4
"100",2,4,4
"101",2,4,4
"102",2,4,4
"103",2,4,4
"104",2,4,4
"105",2,4,4
"106",2,4,4
"107",2,4,4
"108",2,4,4
"109",2,4,4
"110",2,4,4
"111",2,4,4
"112",2,4,4
"113",2,4,4
"114",2,4,4
"115",2,4,4
"116",2,4,4
"117",2,4,4
"118",2,4,4
"119",2,4,4
"120",2,4,4
"121",5,4,2
"122",5,4,2
"123",5,4,2
"124",5,4,2
"125",5,4,2
"126",5,4,2
"127",5,4,2
"128",5,4,2
"129",5,4,2
"130",5,4,2
"131",5,4,2
"132",5,4,2
"133",5,4,2
"134",5,4,2
"135",5,4,2
"136",5,4,2
"137",5,4,2
"138",5,4,2
"139",5,4,2
"140",5,4,2
"141",5,4,2
"142",5,4,2
"143",5,4,2
"144",5,4,2
"145",5,4,2
"146",5,4,2
"147",5,4,2
"148",5,4,2
"149",5,4,2
"150",5,4,2
"151",1,4,3
"152",1,4,3
"153",1,4,3
"154",1,4,3
"155",1,4,3
"156",1,4,3
"157",1,4,3
"158",1,4,3
"159",1,4,3
"160",1,4,3
"161",1,4,3
"162",1,4,3
"163",1,4,3
"164",1,4,3
"165",1,4,3
"166",1,4,3
"167",1,4,3
"168",1,4,3
"169",1,4,3
"170",1,4,3
"171",1,4,3
"172",1,4,3
"173",1,4,3
"174",1,4,3
"175",1,4,3
"176",1,4,3
"177",1,4,3
"178",1,4,3
"179",1,4,3
"180",1,4,3
"181",2,4,4
"182",2,4,4
"183",2,4,4
"184",2,4,4
"185",2,4,4
"186",2,4,4
"187",2,4,4
"188",2,4,4
"189",2,4,4
"190",2,4,4
"191",2,4,4
"192",2,4,4
"193",2,4,4
"194",2,4,4
"195",2,4,4
"196",2,4,4
"197",2,4,4
"198",2,4,4
"199",2,4,4
"200",2,4,4
"1",4,5,4
"2",4,5,4
"3",4,5,4
"4",4,5,4
"5",4,5,4
"6",4,5,4
"7",4,5,4
"8",4,5,4
"9",4,5,4
"10",4,5,4
"11",1,5,1
"12",1,5,1
"13",1,5,1
"14",1,5,1
"15",1,5,1
"16",1,5,1
"17",1,5,1
"18",1,5,1
"19",1,5,1
"20",1,5,1
"21",1,5,1
"22",1,5,1
"23",1,5,1
"24",1,5,1
"25",1,5,1
"26",1,5,1
"27",1,5,1
"28",1,5,1
"29",1,5,1
"30",1,5,1
"31",1,5,1
"32",1,5,1
"33",1,5,1
"34",1,5,1
"35",1,5,1
"36",1,5,1
"37",1,5,1
"38",1,5,1
"39",1,5,1
"40",5,5,2
"41",5,5,2
"42",5,5,2
"43",5,5,2
"44",5,5,2
"45",5,5,2
"46",5,5,2
"47",5,5,2
"48",5,5,2
"49",5,5,2
"50",5,5,2
"51",2,5,3
"52",2,5,3
"53",2,5,3
"54",2,5,3
"55",2,5,3
"56",2,5,3
"57",2,5,3
"58",2,5,3
"59",2,5,3
"60",2,5,3
"61",2,5,3
"62",2,5,3
"63",2,5,3
"64",2,5,3
"65",2,5,3
"66",2,5,3
"67",2,5,3
"68",2,5,3
"69",2,5,3
"70",2,5,3
"71",2,5,3
"72",2,5,3
"73",2,5,3
"74",2,5,3
"75",2,5,3
"76",2,5,3
"77",2,5,3
"78",2,5,3
"79",2,5,3
"80",2,5,3
"81",2,5,3
"82",2,5,3
"83",2,5,3
"84",2,5,3
"85",2,5,3
"86",2,5,3
"87",2,5,3
"88",2,5,3
"89",2,5,3
"90",2,5,3
"91",2,5,3
"92",2,5,3
"93",2,5,3
"94",2,5,3
"95",2,5,3
"96",2,5,3
"97",2,5,3
"98",2,5,3
"99",2,5,3
"100",2,5,3
"101",2,5,3
"102",2,5,3
"103",2,5,3
"104",2,5,3
"105",2,5,3
"106",2,5,3
"107",2,5,3
"108",2,5,3
"109",2,5,3
"110",2,5,3
"111",2,5,3
"112",2,5,3
"113",2,5,3
"114",2,5,3
"115",2,5,3
"116",2,5,3
"117",2,5,3
"118",2,5,3
"119",2,5,3
"120",2,5,3
"121",5,5,2
"122",5,5,2
"123",5,5,2
"124",5,5,2
"125",5,5,2
"126",5,5,2
"127",5,5,2
"128",5,5,2
"129",5,5,2
"130",5,5,2
"131",5,5,2
"132",5,5,2
"133",5,5,2
"134",5,5,2
"135",5,5,2
"136",5,5,2
"137",5,5,2
"138",5,5,2
"139",5,5,2
"140",5,5,2
"141",5,5,2
"142",5,5,2
"143",5,5,2
"144",5,5,2
"145",5,5,2
"146",5,5,2
"147",5,5,2
"148",5,5,2
"149",5,5,2
"150",5,5,2
"151",4,5,4
"152",4,5,4
"153",4,5,4
"154",4,5,4
"155",4,5,4
"156",4,5,4
"157",4,5,4
"158",4,5,4
"159",4,5,4
"160",4,5,4
"161",4,5,4
"162",4,5,4
"163",4,5,4
"164",4,5,4
"165",4,5,4
"166",4,5,4
"167",4,5,4
"168",4,5,4
"169",4,5,4
"170",4,5,4
"171",4,5,4
"172",4,5,4
"173",4,5,4
"174",4,5,4
"175",4,5,4
"176",4,5,4
"177",4,5,4
"178",4,5,4
"179",4,5,4
"180",4,5,4
"181",4,5,4
"182",4,5,4
"183",4,5,4
"184",4,5,4
"185",4,5,4
"186",4,5,4
"187",4,5,4
"188",4,5,4
"189",4,5,4
"190",4,5,4
"191",4,5,4
"192",4,5,4
"193",4,5,4
"194",4,5,4
"195",4,5,4
"196",4,5,4
"197",4,5,4
"198",4,5,4
"199",4,5,4
"200",4,5,4
"1",1,6,1
"2",1,6,1
"3",1,6,1
"4",1,6,1
"5",1,6,1
"6",1,6,1
"7",1,6,1
"8",1,6,1
"9",1,6,1
"10",1,6,1
"11",1,6,1
"12",1,6,1
"13",1,6,1
"14",1,6,1
"15",1,6,1
"16",1,6,1
"17",1,6,1
"18",1,6,1
"19",1,6,1
"20",1,6,1
"21",1,6,1
"22",1,6,1
"23",1,6,1
"24",1,6,1
"25",1,6,1
"26",1,6,1
"27",1,6,1
"28",1,6,1
"29",1,6,1
"30",1,6,1
"31",1,6,1
"32",1,6,1
"33",1,6,1
"34",1,6,1
"35",1,6,1
"36",1,6,1
"37",1,6,1
"38",1,6,1
"39",1,6,1
"40",1,6,1
"41",1,6,1
"42",1,6,1
"43",1,6,1
"44",1,6,1
"45",1,6,1
"46",1,6,1
"47",1,6,1
"48",1,6,1
"49",1,6,1
"50",1,6,1
"51",2,6,2
"52",2,6,2
"53",2,6,2
"54",2,6,2
"55",2,6,2
"56",2,6,2
"57",2,6,2
"58",2,6,2
"59",2,6,2
"60",2,6,2
"61",2,6,2
"62",2,6,2
"63",2,6,2
"64",2,6,2
"65",2,6,2
"66",2,6,2
"67",2,6,2
"68",2,6,2
"69",2,6,2
"70",2,6,2
"71",2,6,2
"72",2,6,2
"73",2,6,2
"74",2,6,2
"75",2,6,2
"76",2,6,2
"77",2,6,2
"78",2,6,2
"79",2,6,2
"80",2,6,2
"81",2,6,2
"82",2,6,2
"83",2,6,2
"84",2,6,2
"85",2,6,2
"86",2,6,2
"87",2,6,2
"88",2,6,2
"89",2,6,2
"90",2,6,2
"91",2,6,2
"92",2,6,2
"93",2,6,2
"94",2,6,2
"95",2,6,2
"96",2,6,2
"97",2,6,2
"98",2,6,2
"99",2,6,2
"100",2,6,2
"101",3,6,3
"102",3,6,3
"103",3,6,3
"104",3,6,3
"105",3,6,3
"106",3,6,3
"107",3,6,3
"108",3,6,3
"109",3,6,3
"110",3,6,3
"111",3,6,3
"112",3,6,3
"113",3,6,3
"114",3,6,3
"115",3,6,3
"116",3,6,3
"117",3,6,3
"118",3,6,3
"119",3,6,3
"120",3,6,3
"121",3,6,3
"122",3,6,3
"123",3,6,3
"124",3,6,3
"125",3,6,3
"126",3,6,3
"127",3,6,3
"128",3,6,3
"129",3,6,3
"130",1,6,1
"131",1,6,1
"132",1,6,1
"133",1,6,1
"134",1,6,1
"135",1,6,1
"136",1,6,1
"137",1,6,1
"138",1,6,1
"139",1,6,1
"140",1,6,1
"141",1,6,1
"142",1,6,1
"143",1,6,1
"144",1,6,1
"145",1,6,1
"146",1,6,1
"147",1,6,1
"148",1,6,1
"149",1,6,1
"150",1,6,1
"151",4,6,4
"152",4,6,4
"153",4,6,4
"154",4,6,4
"155",4,6,4
"156",4,6,4
"157",4,6,4
"158",4,6,4
"159",4,6,4
"160",4,6,4
"161",4,6,4
"162",4,6,4
"163",4,6,4
"164",4,6,4
"165",4,6,4
"166",4,6,4
"167",4,6,4
"168",4,6,4
"169",4,6,4
"170",4,6,4
"171",4,6,4
"172",4,6,4
"173",4,6,4
"174",4,6,4
"175",4,6,4
"176",4,6,4
"177",4,6,4
"178",4,6,4
"179",4,6,4
"180",4,6,4
"181",4,6,4
"182",4,6,4
"183",4,6,4
"184",4,6,4
"185",4,6,4
"186",4,6,4
"187",4,6,4
"188",4,6,4
"189",4,6,4
"190",4,6,4
"191",4,6,4
"192",4,6,4
"193",4,6,4
"194",4,6,4
"195",4,6,4
"196",4,6,4
"197",4,6,4
"198",4,6,4
"199",4,6,4
"200",4,6,4
